seqs,preds,method,Method Type
"['3,6-Anhydro-L-Gal', 'a1-3', 'Gal', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', '2,5-Anhydro-Man-ol', 'b1-4', '3,6-Anhydro-L-Gal', 'a1-3', 'Gal-ol']",1.9948379e-12,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', '1dAlt-ol', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",3.6490786e-09,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', '1-4', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",8.929894e-11,Mutated-Random,Random
"['GlcNAc', 'b1-3', '1dAlt-ol', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0803667e-06,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '1-1', '1-1', '1-1', '1-3', '1-1', '1-1']",3.376881e-08,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', '1-3', '1-1', '1-1', '1-1', '1-1']",7.695593e-06,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'a1-6', 'Rha', 'a1-3', 'Glc', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '1-1', '1-1']",1.38208e-08,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', '2,5-Anhydro-Man-ol', 'b1-3', 'FucOAc']",6.714823e-11,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', '1-5', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '1-1', '1-1']",4.2988894e-12,Mutated-Random,Random
"['NeuNAc', 'a2-6', '1-4', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",2.9389588e-11,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', '2,5-Anhydro-Man-ol', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",1.6296527e-08,Mutated-Random,Random
"['GalALys', '1-4', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1-1', '1-1']",1.1258874e-09,Mutated-Random,Random
"['Rha', '1-4', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",4.246725e-08,Mutated-Random,Random
"['DDManHep', '1dAlt-ol', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",4.6279447e-10,Mutated-Random,Random
"['1-5', 'b1-3', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",5.2244515e-09,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', '1-5', 'b1-4', 'GlcNAc']",2.6557476e-07,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-5', '1-1', '1-1', '1-1', '1-1', '1-1']",3.409246e-08,Mutated-Random,Random
"['Glc', 'a1-6', 'Rha', 'a1-3', 'Glc', 'b1-3', 'Glc', 'a1-4', 'GalOMeNAla', '2,5-Anhydro-Man-ol', '1-1']",5.529961e-10,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-2', '1-1', '1-1']",1.4271012e-06,Mutated-Random,Random
"['GlcA', 'a1-2', 'Galf', 'b1-6', 'Galf', '1-1', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol']",1.5632891e-07,Mutated-Random,Random
"['D-FucNAc', '1-2', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",6.216132e-08,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', '1-2', 'a1-4', 'ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcN']",8.9524177e-10,Mutated-Random,Random
"['Glc', '1dAlt-ol', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",6.4767227e-07,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', '1dEry-ol']",7.2340805e-12,Mutated-Random,Random
"['NeuNGc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', '1-1', 'Man', 'a1-3', 'Man']",9.6943856e-14,Mutated-Random,Random
"['Fuc', '1-4', 'Gal', 'b1-2', 'Xyl', 'a1-6', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",4.714024e-12,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', 'a1-3', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man-ol', '1-1']",2.2854863e-06,Mutated-Random,Random
"['1dEry-ol', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",1.2067232e-08,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', '1dEry-ol', 'a1-6', 'Man', 'a1-2', 'Man', 'a1-3', 'Man']",2.5780982e-09,Mutated-Random,Random
"['Glc', 'a1-4', 'Glc', 'b1-3', 'GalNAc', 'b1-3', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",1.0426305e-08,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1']",3.923541e-09,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'a1-3', 'Gal', 'b1-2', 'Gal', 'b1-3', 'D-Rha', 'a1-4', 'Gal', 'a1-2', 'GlcA']",4.4362622e-15,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1dEry-ol']",0.00023340159,Mutated-Random,Random
"['Man', 'a1-2', 'Man', 'a1-6', '1dEry-ol', 'a1-3', 'Man', 'a1-6', 'Man', 'a1-2', 'Man']",6.6335525e-07,Mutated-Random,Random
"['LDManHep', '1-4', 'Gal', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.6056403e-10,Mutated-Random,Random
"['Man', '1dEry-ol', 'Man', 'a1-6', 'Man', 'a1-3', 'Xyl', 'b1-2', 'Man', '1-1', '1-1']",7.469615e-08,Mutated-Random,Random
"['2,5-Anhydro-Man', 'a1-4', 'Gal', 'b1-4', 'Glc', 'a1-2', 'Glc', 'b1-6', 'GlcNAc', 'a1-2', 'Glc']",1.0560115e-11,Mutated-Random,Random
"['GlcA', 'b1-3', 'GalNAc', 'a1-3', 'GalNAc', 'a1-2', 'Fuc', 'a1-2', '1-5', '1-1', '1-1']",1.1601177e-06,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'a1-3', 'Gal', 'b1-4', '2,5-Anhydro-Man-ol', '1-1', '1-1', '1-1', '1-1']",4.08297e-11,Mutated-Random,Random
"['Fuc', 'a1-4', 'Gal', '2,5-Anhydro-Man', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",3.6563973e-14,Mutated-Random,Random
"['GalNAc', 'b1-4', 'NeuNAc', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'Fuc', 'a1-2', '2,5-Anhydro-Man']",5.069703e-13,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', '1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.0553077e-05,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-2', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0006469493,Mutated-Random,Random
"['Fuc', '1-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc']",6.272309e-14,Mutated-Random,Random
"['GlcOP', 'a1-3', '1-4', 'b1-3', 'GlcNAc', 'b1-2', 'Galf', 'b1-6', 'GlcNAc', '1-1', '1-1']",2.3984599e-09,Mutated-Random,Random
"['1-5', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",2.11512e-13,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-5']",0.0016500386,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', '1dEry-ol', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'GlcNAc']",2.4929805e-09,Mutated-Random,Random
"['Rha', 'a1-3', 'RhaOAc', 'a1-6', 'Gal', '1-1', '1-1', '1-1', '1dEry-ol', '1-1', '1-1']",5.5668026e-11,Mutated-Random,Random
"['GlcNAc', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Xyl', '1-5', 'Man']",1.2547245e-08,Mutated-Random,Random
"['Gal', 'b1-4', '2,5-Anhydro-Man', 'b1-2', 'Man', 'a1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'GlcNAc']",1.4129247e-08,Mutated-Random,Random
"['1-5', 'a1-3', 'Fuc', 'a1-6', 'GlcNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",4.378335e-07,Mutated-Random,Random
"['GalA', 'a1-4', 'GalA', 'a1-5', 'Kdo', 'a2-4', 'Man', 'a1-5', 'Kdo', '2,5-Anhydro-Man-ol', '1-1']",9.319133e-11,Mutated-Random,Random
"['1-3', 'a2-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",5.78785e-10,Mutated-Random,Random
"['Glc', 'b1-2', 'Xyl', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1']",1.7788057e-07,Mutated-Random,Random
"['Galf', 'b1-4', 'Gal', 'a1-3', 'GalOAcA', 'a1-3', 'GalNAc', 'b1-3', 'Galf', '2,5-Anhydro-Man-ol', '1-1']",2.22015e-13,Mutated-Random,Random
"['ManNAcA', 'b1-3', 'D-FucNAcNMe', 'b1-6', 'GlcNAc', 'a1-4', 'ManNAcA', 'b1-3', '1dAlt-ol', 'b1-6', 'GlcN']",9.4929856e-11,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', 'b1-4', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.0009816946,Mutated-Random,Random
"['Man', 'b1-4', 'Rha', 'a1-3', 'GalOAc', 'a1-6', 'Man', '1-1', '1-1', '1-1', '1dAlt-ol']",1.8322237e-06,Mutated-Random,Random
"['GlcNAc', 'b1-3', '1-2', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",2.2315954e-09,Mutated-Random,Random
"['Kdo', 'a2-6', 'GlcN', 'a1-4', 'GalA', 'a1-3', 'LDManHep', '1-5', 'LDManHep', 'a1-3', 'GalA']",2.5538772e-11,Mutated-Random,Random
"['NeuNAc', 'a2-6', '1dAlt-ol', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",1.399269e-10,Mutated-Random,Random
"['RhaOS', 'a1-3', 'Man', '2,5-Anhydro-Man-ol', 'RhaOS', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.006726377,Mutated-Random,Random
"['1-4', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00026425964,Mutated-Random,Random
"['Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', 'a1-6', '2,5-Anhydro-Man-ol', '1-1', '1-1']",1.0840935e-07,Mutated-Random,Random
"['Rha', 'a1-2', 'Ara', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-5']",2.1832156e-11,Mutated-Random,Random
"['GalA', 'a1-4', 'GalA', 'a1-5', 'Kdo', '2,5-Anhydro-Man-ol', 'Man', 'a1-5', 'Kdo', '1-1', '1-1']",1.3604722e-10,Mutated-Random,Random
"['Gal', 'b1-4', '2,5-Anhydro-Man-ol', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man']",1.4271762e-07,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', 'Gal', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', '1-2']",9.7478805e-12,Mutated-Random,Random
"['1-6', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",1.004862e-12,Mutated-Random,Random
"['RhaOBut', 'a1-4', '1-5', 'b1-3', 'RhaOBut', 'a1-4', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",2.8391678e-10,Mutated-Random,Random
"['Xyl', '1-2', 'Rha', 'a1-2', 'Rha', 'a1-3', 'QuiOMe', '1-1', '1-1', '1-1', '1-1']",1.8449976e-09,Mutated-Random,Random
"['Gal', '1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",2.7319714e-11,Mutated-Random,Random
"['QuiNAc', 'b1-3', 'FucOAc', 'a1-4', '1-4', 'b1-3', 'GalNAc', 'a1-4', 'QuiNAc', 'b1-3', 'FucOAc']",6.3817063e-09,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', '2,5-Anhydro-Man', 'GlcNAc', '1-1', '1-1']",5.4121546e-08,Mutated-Random,Random
"['LDManHep', 'a1-4', 'Gal', 'a1-7', 'Kdo', '1-1', '1-1', '1-1', '1-1', '1dEry-ol', '1-1']",3.0912389e-12,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', 'Man', 'b1-4', '1-6', 'b1-4', 'GlcNAc', '1-1', '1-1']",8.757178e-06,Mutated-Random,Random
"['LDManHep', 'a1-2', 'DDManHep', 'a1-2', 'GalA', 'a1-3', 'LDManHep', '2,5-Anhydro-Man-ol', 'LDManHep', 'a1-3', 'Glc']",9.917436e-11,Mutated-Random,Random
"['1-6', 'b1-5', 'Glc', 'b1-6', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1']",9.151356e-10,Mutated-Random,Random
"['Rha', 'a1-2', '1-4', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",6.732043e-08,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', 'GlcNAcOAc', 'a1-3', 'QuiNAlaBut', '1-6', '1-1']",3.6709386e-07,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', '1-1', 'NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc']",1.6059019e-11,Mutated-Random,Random
"['GlcNAc', '1-4', 'Rha', 'a1-2', 'Rha', 'a1-3', 'L-Xyl', 'b1-4', 'Rha', 'a1-3', 'GlcNAc']",4.5354445e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-2', '1-1']",4.0785735e-09,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', '2,5-Anhydro-Man']",8.638136e-08,Mutated-Random,Random
"['Glc', 'b1-3', 'Glc', 'b1-2', 'Rha', 'a1-4', 'Glc', '1-1', '1-4', '1-1', '1-1']",2.0409555e-08,Mutated-Random,Random
"['FucNFo', 'a1-4', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', '1-5', 'b1-3', 'GalA']",4.2881576e-10,Mutated-Random,Random
"['Rha', 'a1-2', '2,5-Anhydro-Man', 'a1-2', 'Rha', 'a1-2', 'Gal', 'a1-3', 'D-FucNAc', 'a1-2', 'Rha']",1.231652e-11,Mutated-Random,Random
"['NeuNAc', '1-1', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNGc', 'a2-6', 'Gal']",3.0671673e-14,Mutated-Random,Random
"['1-6', 'b1-3', 'Gal', 'b1-6', 'Fuc', 'a1-2', 'Man', 'a1-4', 'Glc', '1-1', '1-1']",1.1445309e-10,Mutated-Random,Random
"['Rha', 'a1-2', 'Rha', 'a1-3', '1-5', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.5501042e-08,Mutated-Random,Random
"['FucNFo', '2,5-Anhydro-Man-ol', 'GalA', 'a1-4', 'GalNAc', 'a1-4', 'GalNAc', 'a1-3', 'GalNAc', 'b1-3', 'GalA']",2.7313599e-10,Mutated-Random,Random
"['NeuNAc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', '1-1', 'NeuNGc', 'a2-6', 'Gal']",4.80339e-15,Mutated-Random,Random
"['Man', 'a1-3', '1-4', 'a1-6', 'Man', 'a1-3', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc']",9.148175e-05,Mutated-Random,Random
"['Glc', 'b1-3', 'Gal', 'b1-6', '1-5', 'a1-2', 'Man', 'a1-4', 'Glc', '1-1', '1-1']",1.8304291e-09,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-3', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.059495e-09,Mutated-Random,Random
"['Galf', 'b1-5', 'Glc', '1-3', 'Galf', 'b1-5', 'Galf', '1-1', '1-1', '1-1', '1-1']",7.222857e-09,Mutated-Random,Random
"['1dAlt-ol', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', 'LDManHepOP', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",4.764175e-12,Mutated-Random,Random
"['Glc', 'b1-6', 'Glc', 'b1-3', 'Glc', '1-1', '1-1', '1-1', '1-6', '1-1', '1-1']",4.6859935e-07,Mutated-Random,Random
"['1-5', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'a1-4', 'DDManHep', 'a1-6', 'Glc', 'b1-4', 'LDManHep']",8.731865e-11,Mutated-Random,Random
"['QuiNAlaBut', 'b1-6', 'GlcNAc', 'a1-3', 'L-QuiNAc', 'a1-3', '1dAlt-ol', 'a1-3', 'QuiNAlaBut', '1-1', '1-1']",1.904422e-06,Mutated-Random,Random
"['NeuNAc', 'a2-3', '1-4', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.7939734e-07,Mutated-Random,Random
"['D-Rha', '1-4', 'D-Rha', 'a1-3', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha', 'a1-2', 'D-Rha']",6.3448874e-07,Mutated-Random,Random
"['RhaOBut', 'a1-4', 'Glc', 'b1-3', 'RhaOBut', '2,5-Anhydro-Man', 'Rha', 'a1-4', 'D-Fuc', 'b1-2', 'Rha']",4.632284e-12,Mutated-Random,Random
"['Tyv', 'a1-3', 'Man', 'b1-4', 'Rha', 'a1-3', 'Glc', '1-2', 'Gal', 'a1-6', 'Man']",1.6588465e-09,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', 'a2-6', '1-5', 'b1-4', 'GlcNAc']",4.0778428e-08,Mutated-Random,Random
"['Rha', 'a1-3', 'L-Xyl', 'b1-2', 'Rha', 'b1-4', 'Rha', 'a1-2', 'Rha', '1-1', '1-1']",1.988382e-09,Mutated-Random,Random
"['Glc', '1-2', 'Glc', 'b1-4', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",1.4689971e-06,Mutated-Random,Random
"['Rha', 'a1-2', '1-6', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",8.5962235e-08,Mutated-Random,Random
"['Kdo', 'b2-3', 'Gal', 'a1-5', 'Kdo', '1-1', '1-1', '1-1', '1-2', '1-1', '1-1']",3.0763204e-12,Mutated-Random,Random
"['Glc', 'b1-2', '2,5-Anhydro-Man', 'a1-3', 'Man', 'b1-4', 'Man', 'b1-3', 'GlcNAc', 'b1-3', 'Glc']",3.213626e-05,Mutated-Random,Random
"['NeuNAc', 'a2-3', 'Gal', 'b1-3', 'GalNAc', '1-1', '1-1', '1-1', '1-1', '2,5-Anhydro-Man', '1-1']",5.055712e-10,Mutated-Random,Random
"['Man', 'a1-3', 'Man', 'a1-6', '1-1', 'b1-4', 'GlcNAc', 'b1-4', 'GlcNAc', '1-1', '1-1']",2.6056446e-07,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-6', 'NeuNAc', 'a2-3', '1-6', 'b1-3', 'GalNAc']",6.104129e-15,Mutated-Random,Random
"['D-FucNAc', 'b1-4', '1-2', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-1']",2.251701e-05,Mutated-Random,Random
"['Man', 'a1-6', 'Man', 'b1-4', 'GlcNAc', 'b1-4', 'Fuc', '1-2', 'GlcNAc', '1-1', '1-1']",1.4780204e-07,Mutated-Random,Random
"['NeuNGc', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Gal', 'b1-4', '2,5-Anhydro-Man-ol']",5.84343e-12,Mutated-Random,Random
"['Man', 'a1-3', '1dAlt-ol', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man', 'a1-2', 'Man']",1.0065182e-06,Mutated-Random,Random
"['1-3', 'a1-3', 'Fuc', 'a1-3', 'GlcNAc', 'b1-2', 'Glc', 'a1-4', 'Gal', 'b1-7', 'DDManHep']",5.784498e-11,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', 'D-FucNAc', '1-1', '1-1', '1-1', '1-5']",2.8721287e-08,Mutated-Random,Random
"['D-Araf', 'b1-3', 'D-Araf', 'b1-5', 'D-Araf', '1-1', '1-1', '1-1', '1-1', '1dAlt-ol', '1-1']",2.4541574e-05,Mutated-Random,Random
"['Gal', 'b1-4', '1-6', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '1-1']",1.6052192e-06,Mutated-Random,Random
"['Glc', 'b1-2', 'Glc', 'b1-4', 'GlcA', '1dEry-ol', '1-1', '1-1', '1-1', '1-1', '1-1']",1.8447665e-08,Mutated-Random,Random
"['Rha', 'a1-2', '1dAlt-ol', 'a1-2', 'GlcA', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",3.7627848e-09,Mutated-Random,Random
"['D-FucNAc', 'b1-4', 'QuiNAc', 'b1-3', '6dTalOAc', 'a1-3', '1-4', '1-1', '1-1', '1-1', '1-1']",1.0017026e-05,Mutated-Random,Random
"['GlcNAc', 'b1-3', 'GlcNAc', 'b1-6', 'GalNAc', '2,5-Anhydro-Man', '1-1', '1-1', '1-1', '1-1', '1-1']",1.5833594e-08,Mutated-Random,Random
"['GalOS', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'NeuNAc', '2,5-Anhydro-Man', 'Gal', 'b1-4', 'GlcNAc']",3.994726e-08,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', 'GalALys', '1dEry-ol', '1-1']",4.9125492e-11,Mutated-Random,Random
"['Glc', 'a1-3', 'LDManHep', 'a1-7', 'LDManHep', 'a1-3', '2,5-Anhydro-Man', 'a1-5', 'Kdo', 'a2-4', 'Kdo']",4.6730655e-14,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'b1-4', 'GlcNAc', 'b1-2', 'Gal', 'b1-4', 'GlcNAc', 'b1-4', 'Man', 'a1-3', 'GlcNAc']",2.9279465e-12,Mutated-Random,Random
"['NeuNAc', 'a2-3', '1-2', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'GlcNAcOAc']",4.5612687e-09,Mutated-Random,Random
"['GalALys', 'a1-3', 'GalNAc', 'b1-4', 'GlcA', 'b1-3', 'GalNAc', 'b1-2', '1-4', '1-1', '1-1']",7.2589615e-11,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-6', '1-1', '1-1', '1-1']",3.583761e-05,Mutated-Random,Random
"['Glc', 'a1-3', 'Man', 'a1-3', 'Glc', 'b1-3', 'Glc', '1dEry-ol', '1-1', '1-1', '1-1']",1.5974106e-09,Mutated-Random,Random
"['Gal', 'a1-6', 'Glc', 'b1-3', 'GalOPEtnN', 'a1-4', 'LDManHep', 'a1-2', 'GalA', '1-3', 'GlcOPEtn']",1.8721844e-10,Mutated-Random,Random
"['1-2', 'b1-4', 'Rha', 'a1-2', 'GalOP', 'a1-3', 'Gal', 'b1-4', 'Glc', 'b1-4', 'Glc']",1.5130616e-06,Mutated-Random,Random
"['1-1', 'a2-6', 'Gal', 'b1-4', 'GlcNAc', 'b1-2', 'Man', 'a1-6', 'Fuc', 'a1-3', 'Gal']",3.4251527e-13,Mutated-Random,Random
"['Glc', 'a1-3', 'Glc', '2,5-Anhydro-Man-ol', 'GlcOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",7.348826e-06,Mutated-Random,Random
"['Gal', 'b1-4', 'GlcNAc', 'b1-3', 'Gal', 'b1-4', 'Glc', '1-1', '1-1', '1-1', '2,5-Anhydro-Man']",7.32342e-08,Mutated-Random,Random
"['GalfOAc', 'b1-4', 'GlcA', 'b1-3', 'GalfOAc', '1-1', '1-1', '1-3', '1-1', '1-1', '1-1']",4.3076736e-05,Mutated-Random,Random
"['Gal', 'b1-3', 'Gal', 'b1-3', '1-1', 'b1-6', 'Gal', '1-1', '1-1', '1-1', '1-1']",7.011106e-10,Mutated-Random,Random
"['2,5-Anhydro-Man-ol', 'b1-5', 'Galf', 'b1-6', 'GalfOMe', '1-1', '1-1', '1-1', '1-1', '1-1', '1-1']",0.00029859215,Mutated-Random,Random
"['Rha', '2,5-Anhydro-Man', 'Rha', 'a1-3', 'Glc', 'b1-2', 'Rha', 'a1-3', 'Rha', '1-1', '1-1']",1.6208523e-08,Mutated-Random,Random
"['Fuc', '1-2', 'Gal', 'b1-3', 'GlcNAc', 'b1-2', 'Man', 'a1-3', 'Fuc', 'a1-4', 'Gal']",2.7952944e-13,Mutated-Random,Random
"['Fuc', 'a1-2', 'Gal', 'b1-2', 'Xyl', '1-5', 'Glc', 'b1-4', 'Glc', 'b1-4', 'Glc']",3.5826755e-11,Mutated-Random,Random
